GEOID,NAME,citizen,total_pop,citizenship_perc,non_citizenship_perc
06037571600,"Census Tract 5716, Los Angeles County, California",31,55,56.36,43.64
06037571701,"Census Tract 5717.01, Los Angeles County, California",906,915,99.02,0.980000000000004
06037571703,"Census Tract 5717.03, Los Angeles County, California",388,433,89.61,10.39
06037571704,"Census Tract 5717.04, Los Angeles County, California",151,210,71.9,28.099999999999994
06037571800,"Census Tract 5718, Los Angeles County, California",337,387,87.08,12.920000000000002
06037571900,"Census Tract 5719, Los Angeles County, California",348,605,57.52,42.48
06037572001,"Census Tract 5720.01, Los Angeles County, California",533,699,76.25,23.75
06037572201,"Census Tract 5722.01, Los Angeles County, California",1041,1153,90.29,9.709999999999994
06037572202,"Census Tract 5722.02, Los Angeles County, California",905,949,95.36,4.640000000000001
06037572301,"Census Tract 5723.01, Los Angeles County, California",571,693,82.4,17.599999999999994
06037572500,"Census Tract 5725, Los Angeles County, California",827,1140,72.54,27.459999999999994
06037572600,"Census Tract 5726, Los Angeles County, California",1323,1549,85.41,14.590000000000003
06037572700,"Census Tract 5727, Los Angeles County, California",1753,1956,89.62,10.379999999999995
06037573002,"Census Tract 5730.02, Los Angeles County, California",145,154,94.16,5.840000000000003
06037573003,"Census Tract 5730.03, Los Angeles County, California",313,406,77.09,22.909999999999997
06037573004,"Census Tract 5730.04, Los Angeles County, California",241,301,80.07,19.930000000000007
06037573101,"Census Tract 5731.01, Los Angeles County, California",351,371,94.61,5.390000000000001
06037573102,"Census Tract 5731.02, Los Angeles County, California",179,180,99.44,0.5600000000000023
06037573201,"Census Tract 5732.01, Los Angeles County, California",785,830,94.58,5.420000000000002
06037573202,"Census Tract 5732.02, Los Angeles County, California",1648,1812,90.95,9.049999999999997
06037573300,"Census Tract 5733, Los Angeles County, California",1121,1350,83.04,16.959999999999994
06037573401,"Census Tract 5734.01, Los Angeles County, California",226,242,93.39,6.609999999999999
06037573402,"Census Tract 5734.02, Los Angeles County, California",1195,1391,85.91,14.090000000000003
06037573403,"Census Tract 5734.03, Los Angeles County, California",736,834,88.25,11.75
06037573601,"Census Tract 5736.01, Los Angeles County, California",485,666,72.82,27.180000000000007
06037573700,"Census Tract 5737, Los Angeles County, California",540,555,97.3,2.700000000000003
06037573800,"Census Tract 5738, Los Angeles County, California",375,416,90.14,9.86
06037573902,"Census Tract 5739.02, Los Angeles County, California",189,215,87.91,12.090000000000003
06037574000,"Census Tract 5740, Los Angeles County, California",394,438,89.95,10.049999999999997
06037574100,"Census Tract 5741, Los Angeles County, California",571,603,94.69,5.310000000000002
06037574201,"Census Tract 5742.01, Los Angeles County, California",326,334,97.6,2.4000000000000057
06037574202,"Census Tract 5742.02, Los Angeles County, California",247,285,86.67,13.329999999999998
06037574300,"Census Tract 5743, Los Angeles County, California",318,348,91.38,8.620000000000005
06037574400,"Census Tract 5744, Los Angeles County, California",461,488,94.47,5.530000000000001
06037574500,"Census Tract 5745, Los Angeles County, California",517,581,88.98,11.019999999999996
06037574602,"Census Tract 5746.02, Los Angeles County, California",222,264,84.09,15.909999999999997
06037574800,"Census Tract 5748, Los Angeles County, California",174,244,71.31,28.689999999999998
06037574901,"Census Tract 5749.01, Los Angeles County, California",274,364,75.27,24.730000000000004
06037574902,"Census Tract 5749.02, Los Angeles County, California",928,1313,70.68,29.319999999999993
06037575001,"Census Tract 5750.01, Los Angeles County, California",772,940,82.13,17.870000000000005
06037575002,"Census Tract 5750.02, Los Angeles County, California",656,751,87.35,12.650000000000006
06037575101,"Census Tract 5751.01, Los Angeles County, California",431,588,73.3,26.700000000000003
06037575102,"Census Tract 5751.02, Los Angeles County, California",682,775,88,12
06037575103,"Census Tract 5751.03, Los Angeles County, California",449,587,76.49,23.510000000000005
06037575201,"Census Tract 5752.01, Los Angeles County, California",1310,1405,93.24,6.760000000000005
06037575202,"Census Tract 5752.02, Los Angeles County, California",777,813,95.57,4.430000000000007
06037575300,"Census Tract 5753, Los Angeles County, California",625,678,92.18,7.819999999999993
06037575401,"Census Tract 5754.01, Los Angeles County, California",60,60,100,0
06037575402,"Census Tract 5754.02, Los Angeles County, California",97,160,60.62,39.38
06037575801,"Census Tract 5758.01, Los Angeles County, California",88,103,85.44,14.560000000000002
06037575802,"Census Tract 5758.02, Los Angeles County, California",191,191,100,0
06037575803,"Census Tract 5758.03, Los Angeles County, California",259,276,93.84,6.159999999999997
06037575901,"Census Tract 5759.01, Los Angeles County, California",156,317,49.21,50.79
06037575902,"Census Tract 5759.02, Los Angeles County, California",245,462,53.03,46.97
06037576001,"Census Tract 5760.01, Los Angeles County, California",929,1009,92.07,7.930000000000007
06037576200,"Census Tract 5762, Los Angeles County, California",331,345,95.94,4.060000000000002
06037576301,"Census Tract 5763.01, Los Angeles County, California",223,386,57.77,42.23
06037576302,"Census Tract 5763.02, Los Angeles County, California",579,700,82.71,17.290000000000006
06037576401,"Census Tract 5764.01, Los Angeles County, California",353,485,72.78,27.22
06037576402,"Census Tract 5764.02, Los Angeles County, California",311,358,86.87,13.129999999999995
06037576403,"Census Tract 5764.03, Los Angeles County, California",513,651,78.8,21.200000000000003
06037576501,"Census Tract 5765.01, Los Angeles County, California",236,300,78.67,21.33
06037576502,"Census Tract 5765.02, Los Angeles County, California",373,383,97.39,2.6099999999999994
06037576503,"Census Tract 5765.03, Los Angeles County, California",134,204,65.69,34.31
06037576601,"Census Tract 5766.01, Los Angeles County, California",141,173,81.5,18.5
06037576602,"Census Tract 5766.02, Los Angeles County, California",370,394,93.91,6.090000000000003
06037576700,"Census Tract 5767, Los Angeles County, California",272,343,79.3,20.700000000000003
06037576801,"Census Tract 5768.01, Los Angeles County, California",168,180,93.33,6.670000000000002
06037576802,"Census Tract 5768.02, Los Angeles County, California",328,381,86.09,13.909999999999997
06037576901,"Census Tract 5769.01, Los Angeles County, California",593,941,63.02,36.98
06037576903,"Census Tract 5769.03, Los Angeles County, California",296,381,77.69,22.310000000000002
06037576904,"Census Tract 5769.04, Los Angeles County, California",203,253,80.24,19.760000000000005
06037577000,"Census Tract 5770, Los Angeles County, California",806,997,80.84,19.159999999999997
06037577100,"Census Tract 5771, Los Angeles County, California",673,720,93.47,6.530000000000001
06037577200,"Census Tract 5772, Los Angeles County, California",509,572,88.99,11.010000000000005
06037577300,"Census Tract 5773, Los Angeles County, California",360,373,96.51,3.489999999999995
06037577400,"Census Tract 5774, Los Angeles County, California",91,112,81.25,18.75
06037577501,"Census Tract 5775.01, Los Angeles County, California",265,298,88.93,11.069999999999993
06037577504,"Census Tract 5775.04, Los Angeles County, California",71,77,92.21,7.790000000000006
06037577602,"Census Tract 5776.02, Los Angeles County, California",353,501,70.46,29.540000000000006
06037577604,"Census Tract 5776.04, Los Angeles County, California",55,55,100,0
06037577605,"Census Tract 5776.05, Los Angeles County, California",448,571,78.46,21.540000000000006
06037577606,"Census Tract 5776.06, Los Angeles County, California",46,79,58.23,41.77
06037577700,"Census Tract 5777, Los Angeles County, California",879,1100,79.91,20.090000000000003
06037577800,"Census Tract 5778, Los Angeles County, California",218,287,75.96,24.040000000000006
06037577900,"Census Tract 5779, Los Angeles County, California",1043,1109,94.05,5.950000000000003
06037578000,"Census Tract 5780, Los Angeles County, California",631,853,73.97,26.03
06037578100,"Census Tract 5781, Los Angeles County, California",220,313,70.29,29.709999999999994
06037599000,"Census Tract 5990, Los Angeles County, California",3,3,100,0
06037599100,"Census Tract 5991, Los Angeles County, California",32,32,100,0
06037600100,"Census Tract 6001, Los Angeles County, California",9,18,50,50
06037600201,"Census Tract 6002.01, Los Angeles County, California",2,2,100,0
06037600202,"Census Tract 6002.02, Los Angeles County, California",208,209,99.52,0.480000000000004
06037600302,"Census Tract 6003.02, Los Angeles County, California",0,11,0,100
06037600303,"Census Tract 6003.03, Los Angeles County, California",1,1,100,0
06037600304,"Census Tract 6003.04, Los Angeles County, California",43,51,84.31,15.689999999999998
06037600400,"Census Tract 6004, Los Angeles County, California",0,0,0,100
06037600501,"Census Tract 6005.01, Los Angeles County, California",45,45,100,0
06037600601,"Census Tract 6006.01, Los Angeles County, California",4,4,100,0
06037600602,"Census Tract 6006.02, Los Angeles County, California",126,172,73.26,26.739999999999995
06037600702,"Census Tract 6007.02, Los Angeles County, California",88,88,100,0
06037600703,"Census Tract 6007.03, Los Angeles County, California",21,27,77.78,22.22
06037600704,"Census Tract 6007.04, Los Angeles County, California",28,135,20.74,79.26
06037600801,"Census Tract 6008.01, Los Angeles County, California",72,73,98.63,1.3700000000000045
06037600802,"Census Tract 6008.02, Los Angeles County, California",38,38,100,0
06037600902,"Census Tract 6009.02, Los Angeles County, California",83,138,60.14,39.86
06037600911,"Census Tract 6009.11, Los Angeles County, California",0,0,0,100
06037600912,"Census Tract 6009.12, Los Angeles County, California",20,29,68.97,31.03
06037601001,"Census Tract 6010.01, Los Angeles County, California",13,14,92.86,7.140000000000001
06037601002,"Census Tract 6010.02, Los Angeles County, California",55,96,57.29,42.71
06037601100,"Census Tract 6011, Los Angeles County, California",137,275,49.82,50.18
06037601202,"Census Tract 6012.02, Los Angeles County, California",285,322,88.51,11.489999999999995
06037601211,"Census Tract 6012.11, Los Angeles County, California",0,0,0,100
06037601212,"Census Tract 6012.12, Los Angeles County, California",112,112,100,0
06037601301,"Census Tract 6013.01, Los Angeles County, California",62,71,87.32,12.680000000000007
06037601302,"Census Tract 6013.02, Los Angeles County, California",285,367,77.66,22.340000000000003
06037601303,"Census Tract 6013.03, Los Angeles County, California",144,170,84.71,15.290000000000006
06037601401,"Census Tract 6014.01, Los Angeles County, California",229,322,71.12,28.879999999999995
06037601402,"Census Tract 6014.02, Los Angeles County, California",48,68,70.59,29.409999999999997
06037601501,"Census Tract 6015.01, Los Angeles County, California",11,25,44,56
06037601502,"Census Tract 6015.02, Los Angeles County, California",9,15,60,40
06037601600,"Census Tract 6016, Los Angeles County, California",184,292,63.01,36.99
06037601700,"Census Tract 6017, Los Angeles County, California",178,206,86.41,13.590000000000003
06037601801,"Census Tract 6018.01, Los Angeles County, California",50,102,49.02,50.98
06037601802,"Census Tract 6018.02, Los Angeles County, California",25,134,18.66,81.34
06037601900,"Census Tract 6019, Los Angeles County, California",0,12,0,100
06037602002,"Census Tract 6020.02, Los Angeles County, California",82,88,93.18,6.819999999999993
06037602003,"Census Tract 6020.03, Los Angeles County, California",64,64,100,0
06037602103,"Census Tract 6021.03, Los Angeles County, California",22,168,13.1,86.9
06037602104,"Census Tract 6021.04, Los Angeles County, California",174,206,84.47,15.530000000000001
06037602105,"Census Tract 6021.05, Los Angeles County, California",95,124,76.61,23.39
06037602106,"Census Tract 6021.06, Los Angeles County, California",439,645,68.06,31.939999999999998
06037602201,"Census Tract 6022.01, Los Angeles County, California",626,732,85.52,14.480000000000004
06037602202,"Census Tract 6022.02, Los Angeles County, California",82,129,63.57,36.43
06037602301,"Census Tract 6023.01, Los Angeles County, California",301,388,77.58,22.42
06037602302,"Census Tract 6023.02, Los Angeles County, California",794,881,90.12,9.879999999999995
06037602402,"Census Tract 6024.02, Los Angeles County, California",753,763,98.69,1.3100000000000023
06037602403,"Census Tract 6024.03, Los Angeles County, California",205,245,83.67,16.33
06037602404,"Census Tract 6024.04, Los Angeles County, California",374,466,80.26,19.739999999999995
06037602504,"Census Tract 6025.04, Los Angeles County, California",187,383,48.83,51.17
06037602505,"Census Tract 6025.05, Los Angeles County, California",60,60,100,0
06037602506,"Census Tract 6025.06, Los Angeles County, California",111,168,66.07,33.93000000000001
06037602507,"Census Tract 6025.07, Los Angeles County, California",260,385,67.53,32.47
06037602510,"Census Tract 6025.10, Los Angeles County, California",11,37,29.73,70.27
06037602511,"Census Tract 6025.11, Los Angeles County, California",96,133,72.18,27.819999999999993
06037602512,"Census Tract 6025.12, Los Angeles County, California",385,452,85.18,14.819999999999993
06037602513,"Census Tract 6025.13, Los Angeles County, California",0,0,0,100
06037602601,"Census Tract 6026.01, Los Angeles County, California",30,61,49.18,50.82
06037602602,"Census Tract 6026.02, Los Angeles County, California",141,158,89.24,10.760000000000005
06037602700,"Census Tract 6027, Los Angeles County, California",85,92,92.39,7.609999999999999
06037602801,"Census Tract 6028.01, Los Angeles County, California",1,1,100,0
06037602802,"Census Tract 6028.02, Los Angeles County, California",52,52,100,0
06037602900,"Census Tract 6029, Los Angeles County, California",164,220,74.55,25.450000000000003
06037603004,"Census Tract 6030.04, Los Angeles County, California",389,516,75.39,24.61
06037603005,"Census Tract 6030.05, Los Angeles County, California",764,1039,73.53,26.47
06037603006,"Census Tract 6030.06, Los Angeles County, California",740,891,83.05,16.950000000000003
06037603007,"Census Tract 6030.07, Los Angeles County, California",262,481,54.47,45.53
06037603008,"Census Tract 6030.08, Los Angeles County, California",633,852,74.3,25.700000000000003
06037603101,"Census Tract 6031.01, Los Angeles County, California",979,1347,72.68,27.319999999999993
06037603102,"Census Tract 6031.02, Los Angeles County, California",949,1336,71.03,28.97
06037603200,"Census Tract 6032, Los Angeles County, California",1385,1737,79.74,20.260000000000005
06037603301,"Census Tract 6033.01, Los Angeles County, California",1296,1759,73.68,26.319999999999993
06037603302,"Census Tract 6033.02, Los Angeles County, California",1239,1915,64.7,35.3
06037603400,"Census Tract 6034, Los Angeles County, California",925,1084,85.33,14.670000000000002
06037603500,"Census Tract 6035, Los Angeles County, California",556,620,89.68,10.319999999999993
06037603600,"Census Tract 6036, Los Angeles County, California",1089,1403,77.62,22.379999999999995
06037603702,"Census Tract 6037.02, Los Angeles County, California",1208,1285,94.01,5.989999999999995
06037603703,"Census Tract 6037.03, Los Angeles County, California",545,592,92.06,7.939999999999998
06037603705,"Census Tract 6037.05, Los Angeles County, California",132,178,74.16,25.840000000000003
06037603706,"Census Tract 6037.06, Los Angeles County, California",83,146,56.85,43.15
06037603801,"Census Tract 6038.01, Los Angeles County, California",644,800,80.5,19.5
06037603802,"Census Tract 6038.02, Los Angeles County, California",521,581,89.67,10.329999999999998
06037603901,"Census Tract 6039.01, Los Angeles County, California",282,325,86.77,13.230000000000004
06037603902,"Census Tract 6039.02, Los Angeles County, California",295,477,61.84,38.16
06037604001,"Census Tract 6040.01, Los Angeles County, California",246,328,75,25
06037604002,"Census Tract 6040.02, Los Angeles County, California",496,681,72.83,27.17
06037604101,"Census Tract 6041.01, Los Angeles County, California",222,238,93.28,6.719999999999999
06037604102,"Census Tract 6041.02, Los Angeles County, California",350,424,82.55,17.450000000000003
06037604200,"Census Tract 6042, Los Angeles County, California",12,103,11.65,88.35
06037609900,"Census Tract 6099, Los Angeles County, California",88,111,79.28,20.72
06037620001,"Census Tract 6200.01, Los Angeles County, California",357,368,97.01,2.989999999999995
06037620002,"Census Tract 6200.02, Los Angeles County, California",479,619,77.38,22.620000000000005
06037620101,"Census Tract 6201.01, Los Angeles County, California",367,445,82.47,17.53
06037620102,"Census Tract 6201.02, Los Angeles County, California",153,213,71.83,28.17
06037620201,"Census Tract 6202.01, Los Angeles County, California",50,56,89.29,10.709999999999994
06037620301,"Census Tract 6203.01, Los Angeles County, California",298,312,95.51,4.489999999999995
06037620303,"Census Tract 6203.03, Los Angeles County, California",506,619,81.74,18.260000000000005
06037620305,"Census Tract 6203.05, Los Angeles County, California",681,719,94.71,5.290000000000006
06037620400,"Census Tract 6204, Los Angeles County, California",1089,1414,77.02,22.980000000000004
06037620501,"Census Tract 6205.01, Los Angeles County, California",741,821,90.26,9.739999999999995
06037620521,"Census Tract 6205.21, Los Angeles County, California",547,704,77.7,22.299999999999997
06037620522,"Census Tract 6205.22, Los Angeles County, California",535,615,86.99,13.010000000000005
06037620601,"Census Tract 6206.01, Los Angeles County, California",1053,1232,85.47,14.530000000000001
06037620602,"Census Tract 6206.02, Los Angeles County, California",916,963,95.12,4.8799999999999955
06037620701,"Census Tract 6207.01, Los Angeles County, California",693,733,94.54,5.459999999999994
06037620703,"Census Tract 6207.03, Los Angeles County, California",412,498,82.73,17.269999999999996
06037620704,"Census Tract 6207.04, Los Angeles County, California",778,874,89.02,10.980000000000004
06037620801,"Census Tract 6208.01, Los Angeles County, California",1062,1119,94.91,5.090000000000003
06037620802,"Census Tract 6208.02, Los Angeles County, California",457,487,93.84,6.159999999999997
06037620901,"Census Tract 6209.01, Los Angeles County, California",341,386,88.34,11.659999999999997
06037620904,"Census Tract 6209.04, Los Angeles County, California",43,43,100,0
06037621001,"Census Tract 6210.01, Los Angeles County, California",210,230,91.3,8.700000000000003
06037621005,"Census Tract 6210.05, Los Angeles County, California",155,239,64.85,35.150000000000006
06037621102,"Census Tract 6211.02, Los Angeles County, California",211,211,100,0
06037621104,"Census Tract 6211.04, Los Angeles County, California",428,487,87.89,12.11
06037621201,"Census Tract 6212.01, Los Angeles County, California",585,731,80.03,19.97
06037621204,"Census Tract 6212.04, Los Angeles County, California",233,360,64.72,35.28
06037621301,"Census Tract 6213.01, Los Angeles County, California",804,844,95.26,4.739999999999995
06037621324,"Census Tract 6213.24, Los Angeles County, California",367,416,88.22,11.780000000000001
06037621326,"Census Tract 6213.26, Los Angeles County, California",194,222,87.39,12.61
06037621400,"Census Tract 6214, Los Angeles County, California",526,633,83.1,16.900000000000006
06037650001,"Census Tract 6500.01, Los Angeles County, California",2272,2594,87.59,12.409999999999997
06037650003,"Census Tract 6500.03, Los Angeles County, California",783,952,82.25,17.75
06037650004,"Census Tract 6500.04, Los Angeles County, California",1398,1805,77.45,22.549999999999997
06037650101,"Census Tract 6501.01, Los Angeles County, California",2558,3134,81.62,18.379999999999995
06037650102,"Census Tract 6501.02, Los Angeles County, California",602,686,87.76,12.239999999999995
06037650200,"Census Tract 6502, Los Angeles County, California",1281,1461,87.68,12.319999999999993
06037650300,"Census Tract 6503, Los Angeles County, California",2562,3136,81.7,18.299999999999997
06037650401,"Census Tract 6504.01, Los Angeles County, California",1570,1750,89.71,10.290000000000006
06037650501,"Census Tract 6505.01, Los Angeles County, California",779,993,78.45,21.549999999999997
06037650502,"Census Tract 6505.02, Los Angeles County, California",893,1155,77.32,22.680000000000007
06037650603,"Census Tract 6506.03, Los Angeles County, California",1128,1504,75,25
06037650604,"Census Tract 6506.04, Los Angeles County, California",1424,2580,55.19,44.81
06037650605,"Census Tract 6506.05, Los Angeles County, California",666,1247,53.41,46.59
06037650606,"Census Tract 6506.06, Los Angeles County, California",928,2360,39.32,60.68
06037650607,"Census Tract 6506.07, Los Angeles County, California",909,1490,61.01,38.99
06037650701,"Census Tract 6507.01, Los Angeles County, California",604,713,84.71,15.290000000000006
06037650702,"Census Tract 6507.02, Los Angeles County, California",1065,1259,84.59,15.409999999999997
06037650801,"Census Tract 6508.01, Los Angeles County, California",1308,2459,53.19,46.81
06037650802,"Census Tract 6508.02, Los Angeles County, California",1241,2106,58.93,41.07
06037650901,"Census Tract 6509.01, Los Angeles County, California",1024,1317,77.75,22.25
06037650903,"Census Tract 6509.03, Los Angeles County, California",918,1266,72.51,27.489999999999995
06037650904,"Census Tract 6509.04, Los Angeles County, California",1182,1516,77.97,22.03
06037651001,"Census Tract 6510.01, Los Angeles County, California",1303,1461,89.19,10.810000000000002
06037651002,"Census Tract 6510.02, Los Angeles County, California",1533,1795,85.4,14.599999999999994
06037651101,"Census Tract 6511.01, Los Angeles County, California",2138,2573,83.09,16.909999999999997
06037651102,"Census Tract 6511.02, Los Angeles County, California",755,1151,65.6,34.400000000000006
06037651201,"Census Tract 6512.01, Los Angeles County, California",876,1473,59.47,40.53
06037651221,"Census Tract 6512.21, Los Angeles County, California",1248,1784,69.96,30.040000000000006
06037651222,"Census Tract 6512.22, Los Angeles County, California",1482,2467,60.07,39.93
06037651302,"Census Tract 6513.02, Los Angeles County, California",712,823,86.51,13.489999999999995
06037651304,"Census Tract 6513.04, Los Angeles County, California",294,590,49.83,50.17
06037651401,"Census Tract 6514.01, Los Angeles County, California",452,731,61.83,38.17
06037651402,"Census Tract 6514.02, Los Angeles County, California",2041,2391,85.36,14.64
06037670001,"Census Tract 6700.01, Los Angeles County, California",436,515,84.66,15.340000000000003
06037670002,"Census Tract 6700.02, Los Angeles County, California",609,771,78.99,21.010000000000005
06037670003,"Census Tract 6700.03, Los Angeles County, California",920,1086,84.71,15.290000000000006
06037670101,"Census Tract 6701.01, Los Angeles County, California",151,151,100,0
06037670102,"Census Tract 6701.02, Los Angeles County, California",676,905,74.7,25.299999999999997
06037670201,"Census Tract 6702.01, Los Angeles County, California",547,704,77.7,22.299999999999997
06037670202,"Census Tract 6702.02, Los Angeles County, California",366,469,78.04,21.959999999999994
06037670324,"Census Tract 6703.24, Los Angeles County, California",636,923,68.91,31.090000000000003
06037670326,"Census Tract 6703.26, Los Angeles County, California",715,927,77.13,22.870000000000005
06037670328,"Census Tract 6703.28, Los Angeles County, California",821,1103,74.43,25.569999999999993
06037670405,"Census Tract 6704.05, Los Angeles County, California",622,1058,58.79,41.21
06037670406,"Census Tract 6704.06, Los Angeles County, California",615,674,91.25,8.75
06037670407,"Census Tract 6704.07, Los Angeles County, California",2086,3218,64.82,35.18000000000001
06037670413,"Census Tract 6704.13, Los Angeles County, California",1764,2210,79.82,20.180000000000007
06037670416,"Census Tract 6704.16, Los Angeles County, California",1330,1456,91.35,8.650000000000006
06037670417,"Census Tract 6704.17, Los Angeles County, California",829,980,84.59,15.409999999999997
06037670418,"Census Tract 6704.18, Los Angeles County, California",844,906,93.16,6.840000000000003
06037670500,"Census Tract 6705, Los Angeles County, California",253,288,87.85,12.150000000000006
06037670603,"Census Tract 6706.03, Los Angeles County, California",831,888,93.58,6.420000000000002
06037670604,"Census Tract 6706.04, Los Angeles County, California",769,879,87.49,12.510000000000005
06037670701,"Census Tract 6707.01, Los Angeles County, California",1283,1593,80.54,19.459999999999994
06037670702,"Census Tract 6707.02, Los Angeles County, California",921,921,100,0
06037700101,"Census Tract 7001.01, Los Angeles County, California",189,191,98.95,1.0499999999999972
06037700102,"Census Tract 7001.02, Los Angeles County, California",164,253,64.82,35.18000000000001
06037700200,"Census Tract 7002, Los Angeles County, California",312,354,88.14,11.86
06037700300,"Census Tract 7003, Los Angeles County, California",177,213,83.1,16.900000000000006
06037700400,"Census Tract 7004, Los Angeles County, California",358,417,85.85,14.150000000000006
06037700501,"Census Tract 7005.01, Los Angeles County, California",229,337,67.95,32.05
06037700502,"Census Tract 7005.02, Los Angeles County, California",301,420,71.67,28.33
06037700600,"Census Tract 7006, Los Angeles County, California",69,105,65.71,34.290000000000006
06037700700,"Census Tract 7007, Los Angeles County, California",31,62,50,50
06037700801,"Census Tract 7008.01, Los Angeles County, California",242,408,59.31,40.69
06037700802,"Census Tract 7008.02, Los Angeles County, California",229,372,61.56,38.44
06037700901,"Census Tract 7009.01, Los Angeles County, California",741,886,83.63,16.370000000000005
06037700902,"Census Tract 7009.02, Los Angeles County, California",697,1173,59.42,40.58
06037701000,"Census Tract 7010, Los Angeles County, California",241,294,81.97,18.03
06037701201,"Census Tract 7012.01, Los Angeles County, California",424,463,91.58,8.420000000000002
06037701202,"Census Tract 7012.02, Los Angeles County, California",336,358,93.85,6.150000000000006
06037701302,"Census Tract 7013.02, Los Angeles County, California",382,382,100,0
06037701304,"Census Tract 7013.04, Los Angeles County, California",467,533,87.62,12.379999999999995
06037701402,"Census Tract 7014.02, Los Angeles County, California",224,250,89.6,10.400000000000006
06037701501,"Census Tract 7015.01, Los Angeles County, California",499,564,88.48,11.519999999999996
06037701502,"Census Tract 7015.02, Los Angeles County, California",293,345,84.93,15.069999999999993
06037701601,"Census Tract 7016.01, Los Angeles County, California",361,522,69.16,30.840000000000003
06037701602,"Census Tract 7016.02, Los Angeles County, California",569,659,86.34,13.659999999999997
06037701701,"Census Tract 7017.01, Los Angeles County, California",274,366,74.86,25.14
06037701702,"Census Tract 7017.02, Los Angeles County, California",261,341,76.54,23.459999999999994
06037701801,"Census Tract 7018.01, Los Angeles County, California",813,1618,50.25,49.75
06037701802,"Census Tract 7018.02, Los Angeles County, California",331,405,81.73,18.269999999999996
06037701902,"Census Tract 7019.02, Los Angeles County, California",97,411,23.6,76.4
06037702002,"Census Tract 7020.02, Los Angeles County, California",494,574,86.06,13.939999999999998
06037702102,"Census Tract 7021.02, Los Angeles County, California",182,305,59.67,40.33
06037702201,"Census Tract 7022.01, Los Angeles County, California",267,351,76.07,23.930000000000007
06037702202,"Census Tract 7022.02, Los Angeles County, California",283,337,83.98,16.019999999999996
06037702300,"Census Tract 7023, Los Angeles County, California",629,667,94.3,5.700000000000003
06037702400,"Census Tract 7024, Los Angeles County, California",597,698,85.53,14.469999999999999
06037702501,"Census Tract 7025.01, Los Angeles County, California",833,859,96.97,3.030000000000001
06037702502,"Census Tract 7025.02, Los Angeles County, California",368,475,77.47,22.53
06037702600,"Census Tract 7026, Los Angeles County, California",879,1107,79.4,20.599999999999994
06037702700,"Census Tract 7027, Los Angeles County, California",454,485,93.61,6.390000000000001
06037702801,"Census Tract 7028.01, Los Angeles County, California",695,1344,51.71,48.29
06037702802,"Census Tract 7028.02, Los Angeles County, California",210,235,89.36,10.64
06037702803,"Census Tract 7028.03, Los Angeles County, California",249,297,83.84,16.159999999999997
06037702900,"Census Tract 7029, Los Angeles County, California",392,701,55.92,44.08
06037703002,"Census Tract 7030.02, Los Angeles County, California",267,300,89,11
06037703003,"Census Tract 7030.03, Los Angeles County, California",798,1323,60.32,39.68
06037703100,"Census Tract 7031, Los Angeles County, California",63,139,45.32,54.68
06037703200,"Census Tract 7032, Los Angeles County, California",161,169,95.27,4.730000000000004
06037800101,"Census Tract 8001.01, Los Angeles County, California",405,411,98.54,1.4599999999999937
06037800103,"Census Tract 8001.03, Los Angeles County, California",508,645,78.76,21.239999999999995
06037800104,"Census Tract 8001.04, Los Angeles County, California",77,77,100,0
06037800202,"Census Tract 8002.02, Los Angeles County, California",180,257,70.04,29.959999999999994
06037800204,"Census Tract 8002.04, Los Angeles County, California",410,523,78.39,21.61
06037800205,"Census Tract 8002.05, Los Angeles County, California",255,613,41.6,58.4
06037800206,"Census Tract 8002.06, Los Angeles County, California",294,452,65.04,34.959999999999994
06037800324,"Census Tract 8003.24, Los Angeles County, California",419,499,83.97,16.03
06037800325,"Census Tract 8003.25, Los Angeles County, California",52,60,86.67,13.329999999999998
06037800328,"Census Tract 8003.28, Los Angeles County, California",137,137,100,0
06037800333,"Census Tract 8003.33, Los Angeles County, California",164,233,70.39,29.61
06037800334,"Census Tract 8003.34, Los Angeles County, California",130,156,83.33,16.67
06037800335,"Census Tract 8003.35, Los Angeles County, California",202,247,81.78,18.22
06037800336,"Census Tract 8003.36, Los Angeles County, California",125,165,75.76,24.239999999999995
06037800337,"Census Tract 8003.37, Los Angeles County, California",203,261,77.78,22.22
06037800338,"Census Tract 8003.38, Los Angeles County, California",488,521,93.67,6.329999999999998
06037800406,"Census Tract 8004.06, Los Angeles County, California",59,126,46.83,53.17
06037800410,"Census Tract 8004.10, Los Angeles County, California",340,548,62.04,37.96
06037800411,"Census Tract 8004.11, Los Angeles County, California",63,63,100,0
06037800412,"Census Tract 8004.12, Los Angeles County, California",39,39,100,0
06037800504,"Census Tract 8005.04, Los Angeles County, California",85,102,83.33,16.67
06037800506,"Census Tract 8005.06, Los Angeles County, California",226,226,100,0
06037900102,"Census Tract 9001.02, Los Angeles County, California",0,13,0,100
06037900103,"Census Tract 9001.03, Los Angeles County, California",14,14,100,0
06037900104,"Census Tract 9001.04, Los Angeles County, California",20,26,76.92,23.08
06037900301,"Census Tract 9003.01, Los Angeles County, California",237,336,70.54,29.459999999999994
06037900501,"Census Tract 9005.01, Los Angeles County, California",352,381,92.39,7.609999999999999
06037900504,"Census Tract 9005.04, Los Angeles County, California",353,410,86.1,13.900000000000006
06037900505,"Census Tract 9005.05, Los Angeles County, California",75,75,100,0
06037900506,"Census Tract 9005.06, Los Angeles County, California",11,11,100,0
