"","STATE","COUNTY","STNAME","CTYNAME","population"
"1240",26,17,"Michigan","Bay County",107771
"1241",26,19,"Michigan","Benzie County",17525
"1242",26,21,"Michigan","Berrien County",156813
"1243",26,23,"Michigan","Branch County",45248
"1244",26,25,"Michigan","Calhoun County",136146
"1245",26,27,"Michigan","Cass County",52293
"1246",26,29,"Michigan","Charlevoix County",25949
"1247",26,31,"Michigan","Cheboygan County",26152
"1248",26,33,"Michigan","Chippewa County",38520
"1249",26,35,"Michigan","Clare County",30926
"1250",26,37,"Michigan","Clinton County",75382
"1251",26,39,"Michigan","Crawford County",14074
"1252",26,41,"Michigan","Delta County",37069
"1253",26,43,"Michigan","Dickinson County",26168
"1254",26,45,"Michigan","Eaton County",107759
"1255",26,47,"Michigan","Emmet County",32694
"1256",26,49,"Michigan","Genesee County",425790
"1257",26,51,"Michigan","Gladwin County",25692
"1258",26,53,"Michigan","Gogebic County",16427
"1259",26,55,"Michigan","Grand Traverse County",86986
"1260",26,57,"Michigan","Gratiot County",42476
"1261",26,59,"Michigan","Hillsdale County",46688
"1262",26,61,"Michigan","Houghton County",36628
"1263",26,63,"Michigan","Huron County",33118
"1264",26,65,"Michigan","Ingham County",280895
"1265",26,67,"Michigan","Ionia County",63905
"1266",26,69,"Michigan","Iosco County",25887
"1267",26,71,"Michigan","Iron County",11817
"1268",26,73,"Michigan","Isabella County",70311
"1269",26,75,"Michigan","Jackson County",160248
"1270",26,77,"Michigan","Kalamazoo County",250331
"1271",26,79,"Michigan","Kalkaska County",17153
"1272",26,81,"Michigan","Kent County",602622
"1273",26,83,"Michigan","Keweenaw County",2156
"1274",26,85,"Michigan","Lake County",11539
"1275",26,87,"Michigan","Lapeer County",88319
"1276",26,89,"Michigan","Leelanau County",21708
"1277",26,91,"Michigan","Lenawee County",99892
"1278",26,93,"Michigan","Livingston County",180967
"1279",26,95,"Michigan","Luce County",6631
"1280",26,97,"Michigan","Mackinac County",11113
"1281",26,99,"Michigan","Macomb County",840978
"1282",26,101,"Michigan","Manistee County",24733
"1283",26,103,"Michigan","Marquette County",67077
"1284",26,105,"Michigan","Mason County",28705
"1285",26,107,"Michigan","Mecosta County",42798
"1286",26,109,"Michigan","Menominee County",24029
"1287",26,111,"Michigan","Midland County",83629
"1288",26,113,"Michigan","Missaukee County",14849
"1289",26,115,"Michigan","Monroe County",152021
"1290",26,117,"Michigan","Montcalm County",63342
"1291",26,119,"Michigan","Montmorency County",9765
"1292",26,121,"Michigan","Muskegon County",172188
"1293",26,123,"Michigan","Newaygo County",48460
"1294",26,125,"Michigan","Oakland County",1202362
"1295",26,127,"Michigan","Oceana County",26570
"1296",26,129,"Michigan","Ogemaw County",21699
"1297",26,131,"Michigan","Ontonagon County",6780
"1298",26,133,"Michigan","Osceola County",23528
"1299",26,135,"Michigan","Oscoda County",8640
"1300",26,137,"Michigan","Otsego County",24164
"1301",26,139,"Michigan","Ottawa County",263801
"1302",26,141,"Michigan","Presque Isle County",13376
"1303",26,143,"Michigan","Roscommon County",24449
"1304",26,145,"Michigan","Saginaw County",200169
"1305",26,147,"Michigan","St. Clair County",163040
"1306",26,149,"Michigan","St. Joseph County",61295
"1307",26,151,"Michigan","Sanilac County",43114
"1308",26,153,"Michigan","Schoolcraft County",8485
"1309",26,155,"Michigan","Shiawassee County",70648
"1310",26,157,"Michigan","Tuscola County",55729
"1311",26,159,"Michigan","Van Buren County",76258
"1312",26,161,"Michigan","Washtenaw County",344791
"1313",26,163,"Michigan","Wayne County",1820584
"1314",26,165,"Michigan","Wexford County",32735
"1315",27,1,"Minnesota","Aitkin County",16202
"1316",27,3,"Minnesota","Anoka County",330844
"1317",27,5,"Minnesota","Becker County",32504
"1318",27,7,"Minnesota","Beltrami County",44442
"1319",27,9,"Minnesota","Benton County",38451
"1320",27,11,"Minnesota","Big Stone County",5269
"1321",27,13,"Minnesota","Blue Earth County",64013
"1322",27,15,"Minnesota","Brown County",25893
"1323",27,17,"Minnesota","Carlton County",35386
"1324",27,19,"Minnesota","Carver County",91042
"1325",27,21,"Minnesota","Cass County",28567
"1326",27,23,"Minnesota","Chippewa County",12441
"1327",27,25,"Minnesota","Chisago County",53887
"1328",27,27,"Minnesota","Clay County",58999
"1329",27,29,"Minnesota","Clearwater County",8695
"1330",27,31,"Minnesota","Cook County",5176
"1331",27,33,"Minnesota","Cottonwood County",11687
"1332",27,35,"Minnesota","Crow Wing County",62500
"1333",27,37,"Minnesota","Dakota County",398552
"1334",27,39,"Minnesota","Dodge County",20087
"1335",27,41,"Minnesota","Douglas County",36009
"1336",27,43,"Minnesota","Faribault County",14553
"1337",27,45,"Minnesota","Fillmore County",20866
"1338",27,47,"Minnesota","Freeborn County",31255
"1339",27,49,"Minnesota","Goodhue County",46183
"1340",27,51,"Minnesota","Grant County",6018
"1341",27,53,"Minnesota","Hennepin County",1152425
"1342",27,55,"Minnesota","Houston County",19027
"1343",27,57,"Minnesota","Hubbard County",20428
"1344",27,59,"Minnesota","Isanti County",37816
"1345",27,61,"Minnesota","Itasca County",45058
"1346",27,63,"Minnesota","Jackson County",10266
"1347",27,65,"Minnesota","Kanabec County",16239
"1348",27,67,"Minnesota","Kandiyohi County",42239
"1349",27,69,"Minnesota","Kittson County",4552
"1350",27,71,"Minnesota","Koochiching County",13311
"1351",27,73,"Minnesota","Lac qui Parle County",7259
"1352",27,75,"Minnesota","Lake County",10866
"1353",27,77,"Minnesota","Lake of the Woods County",4045
"1354",27,79,"Minnesota","Le Sueur County",27703
"1355",27,81,"Minnesota","Lincoln County",5896
"1356",27,83,"Minnesota","Lyon County",25857
"1357",27,85,"Minnesota","McLeod County",36651
"1358",27,87,"Minnesota","Mahnomen County",5413
"1359",27,89,"Minnesota","Marshall County",9439
"1360",27,91,"Minnesota","Martin County",20840
"1361",27,93,"Minnesota","Meeker County",23300
"1362",27,95,"Minnesota","Mille Lacs County",26097
"1363",27,97,"Minnesota","Morrison County",33198
"1364",27,99,"Minnesota","Mower County",39163
"1365",27,101,"Minnesota","Murray County",8725
"1366",27,103,"Minnesota","Nicollet County",32727
"1367",27,105,"Minnesota","Nobles County",21378
"1368",27,107,"Minnesota","Norman County",6852
"1369",27,109,"Minnesota","Olmsted County",144248
"1370",27,111,"Minnesota","Otter Tail County",57303
"1371",27,113,"Minnesota","Pennington County",13930
"1372",27,115,"Minnesota","Pine County",29750
"1373",27,117,"Minnesota","Pipestone County",9596
"1374",27,119,"Minnesota","Polk County",31600
"1375",27,121,"Minnesota","Pope County",10995
"1376",27,123,"Minnesota","Ramsey County",508640
"1377",27,125,"Minnesota","Red Lake County",4089
"1378",27,127,"Minnesota","Redwood County",16059
"1379",27,129,"Minnesota","Renville County",15730
"1380",27,131,"Minnesota","Rice County",64142
"1381",27,133,"Minnesota","Rock County",9687
"1382",27,135,"Minnesota","Roseau County",15629
"1383",27,137,"Minnesota","St. Louis County",200226
"1384",27,139,"Minnesota","Scott County",129928
"1385",27,141,"Minnesota","Sherburne County",88499
"1386",27,143,"Minnesota","Sibley County",15226
"1387",27,145,"Minnesota","Stearns County",150642
"1388",27,147,"Minnesota","Steele County",36576
"1389",27,149,"Minnesota","Stevens County",9726
"1390",27,151,"Minnesota","Swift County",9783
"1391",27,153,"Minnesota","Todd County",24895
"1392",27,155,"Minnesota","Traverse County",3558
"1393",27,157,"Minnesota","Wabasha County",21676
"1394",27,159,"Minnesota","Wadena County",13843
"1395",27,161,"Minnesota","Waseca County",19136
"1396",27,163,"Minnesota","Washington County",238136
"1397",27,165,"Minnesota","Watonwan County",11211
"1398",27,167,"Minnesota","Wilkin County",6576
"1399",27,169,"Minnesota","Winona County",51461
"1400",27,171,"Minnesota","Wright County",124700
"1401",27,173,"Minnesota","Yellow Medicine County",10438
"1402",28,1,"Mississippi","Adams County",32297
"1403",28,3,"Mississippi","Alcorn County",37057
"1404",28,5,"Mississippi","Amite County",13131
"1405",28,7,"Mississippi","Attala County",19564
"1406",28,9,"Mississippi","Benton County",8729
"1407",28,11,"Mississippi","Bolivar County",34145
"1408",28,13,"Mississippi","Calhoun County",14962
"1409",28,15,"Mississippi","Carroll County",10597
"1410",28,17,"Mississippi","Chickasaw County",17392
"1411",28,19,"Mississippi","Choctaw County",8547
"1412",28,21,"Mississippi","Claiborne County",9604
"1413",28,23,"Mississippi","Clarke County",16732
"1414",28,25,"Mississippi","Clay County",20634
"1415",28,27,"Mississippi","Coahoma County",26151
"1416",28,29,"Mississippi","Copiah County",29449
"1417",28,31,"Mississippi","Covington County",19568
"1418",28,33,"Mississippi","DeSoto County",161252
"1419",28,35,"Mississippi","Forrest County",74934
"1420",28,37,"Mississippi","Franklin County",8118
"1421",28,39,"Mississippi","George County",22578
"1422",28,41,"Mississippi","Greene County",14400
"1423",28,43,"Mississippi","Grenada County",21906
"1424",28,45,"Mississippi","Hancock County",43929
"1425",28,47,"Mississippi","Harrison County",187105
"1426",28,49,"Mississippi","Hinds County",245285
"1427",28,51,"Mississippi","Holmes County",19198
"1428",28,53,"Mississippi","Humphreys County",9375
"1429",28,55,"Mississippi","Issaquena County",1406
"1430",28,57,"Mississippi","Itawamba County",23401
"1431",28,59,"Mississippi","Jackson County",139668
"1432",28,61,"Mississippi","Jasper County",17062
"1433",28,63,"Mississippi","Jefferson County",7726
"1434",28,65,"Mississippi","Jefferson Davis County",12487
"1435",28,67,"Mississippi","Jones County",67761
"1436",28,69,"Mississippi","Kemper County",10456
"1437",28,71,"Mississippi","Lafayette County",47351
"1438",28,73,"Mississippi","Lamar County",55658
"1439",28,75,"Mississippi","Lauderdale County",80261
"1440",28,77,"Mississippi","Lawrence County",12929
"1441",28,79,"Mississippi","Leake County",23805
"1442",28,81,"Mississippi","Lee County",82910
"1443",28,83,"Mississippi","Leflore County",32317
"1444",28,85,"Mississippi","Lincoln County",34869
"1445",28,87,"Mississippi","Lowndes County",59779
"1446",28,89,"Mississippi","Madison County",95203
"1447",28,91,"Mississippi","Marion County",27088
"1448",28,93,"Mississippi","Marshall County",37144
"1449",28,95,"Mississippi","Monroe County",36989
"1450",28,97,"Mississippi","Montgomery County",10925
"1451",28,99,"Mississippi","Neshoba County",29676
"1452",28,101,"Mississippi","Newton County",21720
"1453",28,103,"Mississippi","Noxubee County",11545
"1454",28,105,"Mississippi","Oktibbeha County",47671
"1455",28,107,"Mississippi","Panola County",34707
"1456",28,109,"Mississippi","Pearl River County",55834
"1457",28,111,"Mississippi","Perry County",12250
"1458",28,113,"Mississippi","Pike County",40404
"1459",28,115,"Mississippi","Pontotoc County",29957
"1460",28,117,"Mississippi","Prentiss County",25276
"1461",28,119,"Mississippi","Quitman County",8223
"1462",28,121,"Mississippi","Rankin County",141617
"1463",28,123,"Mississippi","Scott County",28264
"1464",28,125,"Mississippi","Sharkey County",4916
"1465",28,127,"Mississippi","Simpson County",27503
"1466",28,129,"Mississippi","Smith County",16491
"1467",28,131,"Mississippi","Stone County",17786
"1468",28,133,"Mississippi","Sunflower County",29450
"1469",28,135,"Mississippi","Tallahatchie County",15378
"1470",28,137,"Mississippi","Tate County",28886
"1471",28,139,"Mississippi","Tippah County",22232
"1472",28,141,"Mississippi","Tishomingo County",19593
"1473",28,143,"Mississippi","Tunica County",10778
"1474",28,145,"Mississippi","Union County",27134
"1475",28,147,"Mississippi","Walthall County",15443
"1476",28,149,"Mississippi","Warren County",48773
"1477",28,151,"Mississippi","Washington County",51137
"1478",28,153,"Mississippi","Wayne County",20747
"1479",28,155,"Mississippi","Webster County",10253
"1480",28,157,"Mississippi","Wilkinson County",9878
"1481",28,159,"Mississippi","Winston County",19198
"1482",28,161,"Mississippi","Yalobusha County",12678
"1483",28,163,"Mississippi","Yazoo County",28065
"1484",29,1,"Missouri","Adair County",25607
"1485",29,3,"Missouri","Andrew County",17291
"1486",29,5,"Missouri","Atchison County",5685
"1487",29,7,"Missouri","Audrain County",25529
"1488",29,9,"Missouri","Barry County",35597
"1489",29,11,"Missouri","Barton County",12402
"1490",29,13,"Missouri","Bates County",17049
"1491",29,15,"Missouri","Benton County",19056
"1492",29,17,"Missouri","Bollinger County",12363
"1493",29,19,"Missouri","Boone County",162642
"1494",29,21,"Missouri","Buchanan County",89201
"1495",29,23,"Missouri","Butler County",42794
"1496",29,25,"Missouri","Caldwell County",9424
"1497",29,27,"Missouri","Callaway County",44332
"1498",29,29,"Missouri","Camden County",44002
"1499",29,31,"Missouri","Cape Girardeau County",75674
"1500",29,33,"Missouri","Carroll County",9295
"1501",29,35,"Missouri","Carter County",6265
"1502",29,37,"Missouri","Cass County",99478
"1503",29,39,"Missouri","Cedar County",13982
"1504",29,41,"Missouri","Chariton County",7831
"1505",29,43,"Missouri","Christian County",77422
"1506",29,45,"Missouri","Clark County",7139
"1507",29,47,"Missouri","Clay County",221939
"1508",29,49,"Missouri","Clinton County",20743
"1509",29,51,"Missouri","Cole County",75990
"1510",29,53,"Missouri","Cooper County",17601
"1511",29,55,"Missouri","Crawford County",24696
"1512",29,57,"Missouri","Dade County",7883
"1513",29,59,"Missouri","Dallas County",16777
"1514",29,61,"Missouri","Daviess County",8433
"1515",29,63,"Missouri","DeKalb County",12892
"1516",29,65,"Missouri","Dent County",15657
"1517",29,67,"Missouri","Douglas County",13684
"1518",29,69,"Missouri","Dunklin County",31953
"1519",29,71,"Missouri","Franklin County",101492
"1520",29,73,"Missouri","Gasconade County",15222
"1521",29,75,"Missouri","Gentry County",6738
"1522",29,77,"Missouri","Greene County",275174
"1523",29,79,"Missouri","Grundy County",10261
"1524",29,81,"Missouri","Harrison County",8957
"1525",29,83,"Missouri","Henry County",22272
"1526",29,85,"Missouri","Hickory County",9627
"1527",29,87,"Missouri","Holt County",4912
"1528",29,89,"Missouri","Howard County",10144
"1529",29,91,"Missouri","Howell County",40400
"1530",29,93,"Missouri","Iron County",10630
"1531",29,95,"Missouri","Jackson County",674158
"1532",29,97,"Missouri","Jasper County",117404
"1533",29,99,"Missouri","Jefferson County",218733
"1534",29,101,"Missouri","Johnson County",52595
"1535",29,103,"Missouri","Knox County",4131
"1536",29,105,"Missouri","Laclede County",35571
"1537",29,107,"Missouri","Lafayette County",33381
"1538",29,109,"Missouri","Lawrence County",38634
"1539",29,111,"Missouri","Lewis County",10211
"1540",29,113,"Missouri","Lincoln County",52566
"1541",29,115,"Missouri","Linn County",12761
"1542",29,117,"Missouri","Livingston County",15195
"1543",29,119,"Missouri","McDonald County",23083
"1544",29,121,"Missouri","Macon County",15566
"1545",29,123,"Missouri","Madison County",12226
"1546",29,125,"Missouri","Maries County",9176
"1547",29,127,"Missouri","Marion County",28781
"1548",29,129,"Missouri","Mercer County",3785
"1549",29,131,"Missouri","Miller County",24748
"1550",29,133,"Missouri","Mississippi County",14358
"1551",29,135,"Missouri","Moniteau County",15607
"1552",29,137,"Missouri","Monroe County",8840
"1553",29,139,"Missouri","Montgomery County",12236
"1554",29,141,"Missouri","Morgan County",20565
"1555",29,143,"Missouri","New Madrid County",18956
"1556",29,145,"Missouri","Newton County",58114
"1557",29,147,"Missouri","Nodaway County",23370
"1558",29,149,"Missouri","Oregon County",10881
"1559",29,151,"Missouri","Osage County",13878
"1560",29,153,"Missouri","Ozark County",9723
"1561",29,155,"Missouri","Pemiscot County",18296
"1562",29,157,"Missouri","Perry County",18971
"1563",29,159,"Missouri","Pettis County",42201
"1564",29,161,"Missouri","Phelps County",45156
"1565",29,163,"Missouri","Pike County",18516
"1566",29,165,"Missouri","Platte County",89322
"1567",29,167,"Missouri","Polk County",31137
"1568",29,169,"Missouri","Pulaski County",52274
"1569",29,171,"Missouri","Putnam County",4979
"1570",29,173,"Missouri","Ralls County",10167
"1571",29,175,"Missouri","Randolph County",25414
"1572",29,177,"Missouri","Ray County",23494
"1573",29,179,"Missouri","Reynolds County",6696
"1574",29,181,"Missouri","Ripley County",14100
"1575",29,183,"Missouri","St. Charles County",360485
"1576",29,185,"Missouri","St. Clair County",9805
"1577",29,186,"Missouri","Ste. Genevieve County",18145
"1578",29,187,"Missouri","St. Francois County",65359
"1579",29,189,"Missouri","St. Louis County",998954
"1580",29,195,"Missouri","Saline County",23370
"1581",29,197,"Missouri","Schuyler County",4431
"1582",29,199,"Missouri","Scotland County",4843
"1583",29,201,"Missouri","Scott County",39191
"1584",29,203,"Missouri","Shannon County",8441
"1585",29,205,"Missouri","Shelby County",6373
"1586",29,207,"Missouri","Stoddard County",29968
"1587",29,209,"Missouri","Stone County",32202
"1588",29,211,"Missouri","Sullivan County",6714
"1589",29,213,"Missouri","Taney County",51675
"1590",29,215,"Missouri","Texas County",26008
"1591",29,217,"Missouri","Vernon County",21159
"1592",29,219,"Missouri","Warren County",32513
"1593",29,221,"Missouri","Washington County",25195
"1594",29,223,"Missouri","Wayne County",13521
"1595",29,225,"Missouri","Webster County",36202
"1596",29,227,"Missouri","Worth County",2171
"1597",29,229,"Missouri","Wright County",18815
"1598",29,510,"Missouri","St. Louis city",319294
"1599",30,1,"Montana","Beaverhead County",9246
"1600",30,3,"Montana","Big Horn County",12865
"1601",30,5,"Montana","Blaine County",6491
"1602",30,7,"Montana","Broadwater County",5612
"1603",30,9,"Montana","Carbon County",10078
"1604",30,11,"Montana","Carter County",1160
"1605",30,13,"Montana","Cascade County",81327
"1606",30,15,"Montana","Chouteau County",5813
"1607",30,17,"Montana","Custer County",11699
"1608",30,19,"Montana","Daniels County",1751
"1609",30,21,"Montana","Dawson County",8966
"1610",30,23,"Montana","Deer Lodge County",9298
"1611",30,25,"Montana","Fallon County",2890
"1612",30,27,"Montana","Fergus County",11586
"1613",30,29,"Montana","Flathead County",90928
"1614",30,31,"Montana","Gallatin County",89513
"1615",30,33,"Montana","Garfield County",1206
"1616",30,35,"Montana","Glacier County",13399
"1617",30,37,"Montana","Golden Valley County",884
"1618",30,39,"Montana","Granite County",3079
"1619",30,41,"Montana","Hill County",16096
"1620",30,43,"Montana","Jefferson County",11406
"1621",30,45,"Montana","Judith Basin County",2072
"1622",30,47,"Montana","Lake County",28746
"1623",30,49,"Montana","Lewis and Clark County",63395
"1624",30,51,"Montana","Liberty County",2339
"1625",30,53,"Montana","Lincoln County",19687
"1626",30,55,"Montana","McCone County",1734
"1627",30,57,"Montana","Madison County",7691
"1628",30,59,"Montana","Meagher County",1891
"1629",30,61,"Montana","Mineral County",4223
"1630",30,63,"Montana","Missoula County",109299
"1631",30,65,"Montana","Musselshell County",4538
"1632",30,67,"Montana","Park County",15636
"1633",30,69,"Montana","Petroleum County",494
"1634",30,71,"Montana","Phillips County",4253
"1635",30,73,"Montana","Pondera County",6153
"1636",30,75,"Montana","Powder River County",1743
"1637",30,77,"Montana","Powell County",7027
"1638",30,79,"Montana","Prairie County",1179
"1639",30,81,"Montana","Ravalli County",40212
"1640",30,83,"Montana","Richland County",9746
"1641",30,85,"Montana","Roosevelt County",10425
"1642",30,87,"Montana","Rosebud County",9233
"1643",30,89,"Montana","Sanders County",11413
"1644",30,91,"Montana","Sheridan County",3384
"1645",30,93,"Montana","Silver Bow County",34200
"1646",30,95,"Montana","Stillwater County",9117
"1647",30,97,"Montana","Sweet Grass County",3651
"1648",30,99,"Montana","Teton County",6073
"1649",30,101,"Montana","Toole County",5324
"1650",30,103,"Montana","Treasure County",718
"1651",30,105,"Montana","Valley County",7369
"1652",30,107,"Montana","Wheatland County",2168
"1653",30,109,"Montana","Wibaux County",1017
"1654",30,111,"Montana","Yellowstone County",147972
"1655",31,1,"Nebraska","Adams County",31364
"1656",31,3,"Nebraska","Antelope County",6685
"1657",31,5,"Nebraska","Arthur County",460
"1658",31,7,"Nebraska","Banner County",690
"1659",31,9,"Nebraska","Blaine County",478
"1660",31,11,"Nebraska","Boone County",5505
"1661",31,13,"Nebraska","Box Butte County",11308
"1662",31,15,"Nebraska","Boyd County",2099
"1663",31,17,"Nebraska","Brown County",3145
"1664",31,19,"Nebraska","Buffalo County",46102
"1665",31,21,"Nebraska","Burt County",6858
"1666",31,23,"Nebraska","Butler County",8395
"1667",31,25,"Nebraska","Cass County",25241
"1668",31,27,"Nebraska","Cedar County",8852
"1669",31,29,"Nebraska","Chase County",3966
"1670",31,31,"Nebraska","Cherry County",5713
"1671",31,33,"Nebraska","Cheyenne County",9998
"1672",31,35,"Nebraska","Clay County",6542
"1673",31,37,"Nebraska","Colfax County",10515
"1674",31,39,"Nebraska","Cuming County",9139
"1675",31,41,"Nebraska","Custer County",10939
"1676",31,43,"Nebraska","Dakota County",21006
"1677",31,45,"Nebraska","Dawes County",9182
"1678",31,47,"Nebraska","Dawson County",24326
"1679",31,49,"Nebraska","Deuel County",1941
"1680",31,51,"Nebraska","Dixon County",6000
"1681",31,53,"Nebraska","Dodge County",36691
"1682",31,55,"Nebraska","Douglas County",517110
"1683",31,57,"Nebraska","Dundy County",2008
"1684",31,59,"Nebraska","Fillmore County",5890
"1685",31,61,"Nebraska","Franklin County",3225
"1686",31,63,"Nebraska","Frontier County",2756
"1687",31,65,"Nebraska","Furnas County",4959
"1688",31,67,"Nebraska","Gage County",22311
"1689",31,69,"Nebraska","Garden County",2057
"1690",31,71,"Nebraska","Garfield County",2049
"1691",31,73,"Nebraska","Gosper County",2044
"1692",31,75,"Nebraska","Grant County",614
"1693",31,77,"Nebraska","Greeley County",2538
"1694",31,79,"Nebraska","Hall County",58607
"1695",31,81,"Nebraska","Hamilton County",9124
"1696",31,83,"Nebraska","Harlan County",3423
"1697",31,85,"Nebraska","Hayes County",967
"1698",31,87,"Nebraska","Hitchcock County",2908
"1699",31,89,"Nebraska","Holt County",10435
"1700",31,91,"Nebraska","Hooker County",736
"1701",31,93,"Nebraska","Howard County",6274
"1702",31,95,"Nebraska","Jefferson County",7547
"1703",31,97,"Nebraska","Johnson County",5217
"1704",31,99,"Nebraska","Kearney County",6489
"1705",31,101,"Nebraska","Keith County",8368
"1706",31,103,"Nebraska","Keya Paha County",824
"1707",31,105,"Nebraska","Kimball County",3821
"1708",31,107,"Nebraska","Knox County",8701
"1709",31,109,"Nebraska","Lancaster County",285407
"1710",31,111,"Nebraska","Lincoln County",36288
"1711",31,113,"Nebraska","Logan County",763
"1712",31,115,"Nebraska","Loup County",632
"1713",31,117,"Nebraska","McPherson County",539
"1714",31,119,"Nebraska","Madison County",34876
"1715",31,121,"Nebraska","Merrick County",7845
"1716",31,123,"Nebraska","Morrill County",5042
"1717",31,125,"Nebraska","Nance County",3735
"1718",31,127,"Nebraska","Nemaha County",7248
"1719",31,129,"Nebraska","Nuckolls County",4500
"1720",31,131,"Nebraska","Otoe County",15740
"1721",31,133,"Nebraska","Pawnee County",2773
"1722",31,135,"Nebraska","Perkins County",2970
"1723",31,137,"Nebraska","Phelps County",9188
"1724",31,139,"Nebraska","Pierce County",7266
"1725",31,141,"Nebraska","Platte County",32237
"1726",31,143,"Nebraska","Polk County",5406
"1727",31,145,"Nebraska","Red Willow County",11055
"1728",31,147,"Nebraska","Richardson County",8363
"1729",31,149,"Nebraska","Rock County",1526
"1730",31,151,"Nebraska","Saline County",14200
"1731",31,153,"Nebraska","Sarpy County",158840
"1732",31,155,"Nebraska","Saunders County",20780
"1733",31,157,"Nebraska","Scotts Bluff County",36970
"1734",31,159,"Nebraska","Seward County",16750
"1735",31,161,"Nebraska","Sheridan County",5469
"1736",31,163,"Nebraska","Sherman County",3152
"1737",31,165,"Nebraska","Sioux County",1311
"1738",31,167,"Nebraska","Stanton County",6129
"1739",31,169,"Nebraska","Thayer County",5228
"1740",31,171,"Nebraska","Thomas County",647
"1741",31,173,"Nebraska","Thurston County",6940
"1742",31,175,"Nebraska","Valley County",4260
"1743",31,177,"Nebraska","Washington County",20234
"1744",31,179,"Nebraska","Wayne County",9595
"1745",31,181,"Nebraska","Webster County",3812
"1746",31,183,"Nebraska","Wheeler County",818
"1747",31,185,"Nebraska","York County",13665
"1748",32,1,"Nevada","Churchill County",24877
"1749",32,3,"Nevada","Clark County",1951269
"1750",32,5,"Nevada","Douglas County",46997
"1751",32,7,"Nevada","Elko County",48818
"1752",32,9,"Nevada","Esmeralda County",783
"1753",32,11,"Nevada","Eureka County",1987
"1754",32,13,"Nevada","Humboldt County",16528
"1755",32,15,"Nevada","Lander County",5775
"1756",32,17,"Nevada","Lincoln County",5345
"1757",32,19,"Nevada","Lyon County",51980
"1758",32,21,"Nevada","Mineral County",4772
"1759",32,23,"Nevada","Nye County",43946
"1760",32,27,"Nevada","Pershing County",6753
"1761",32,29,"Nevada","Storey County",4010
"1762",32,31,"Nevada","Washoe County",421407
"1763",32,33,"Nevada","White Pine County",10030
"1764",32,510,"Nevada","Carson City",55274
"1765",33,1,"New Hampshire","Belknap County",60088
"1766",33,3,"New Hampshire","Carroll County",47818
"1767",33,5,"New Hampshire","Cheshire County",77117
"1768",33,7,"New Hampshire","Coos County",33055
"1769",33,9,"New Hampshire","Grafton County",89118
"1770",33,11,"New Hampshire","Hillsborough County",400721
"1771",33,13,"New Hampshire","Merrimack County",146445
"1772",33,15,"New Hampshire","Rockingham County",295223
"1773",33,17,"New Hampshire","Strafford County",123143
"1774",33,19,"New Hampshire","Sullivan County",43742
"1775",34,1,"New Jersey","Atlantic County",274549
"1776",34,3,"New Jersey","Bergen County",905116
"1777",34,5,"New Jersey","Burlington County",448734
"1778",34,7,"New Jersey","Camden County",513657
"1779",34,9,"New Jersey","Cape May County",97265
"1780",34,11,"New Jersey","Cumberland County",156898
"1781",34,13,"New Jersey","Essex County",783969
"1782",34,15,"New Jersey","Gloucester County",288288
"1783",34,17,"New Jersey","Hudson County",634266
"1784",34,19,"New Jersey","Hunterdon County",128349
"1785",34,21,"New Jersey","Mercer County",366513
"1786",34,23,"New Jersey","Middlesex County",809858
"1787",34,25,"New Jersey","Monmouth County",630380
"1788",34,27,"New Jersey","Morris County",492276
"1789",34,29,"New Jersey","Ocean County",576567
"1790",34,31,"New Jersey","Passaic County",501226
"1791",34,33,"New Jersey","Salem County",66083
"1792",34,35,"New Jersey","Somerset County",323444
"1793",34,37,"New Jersey","Sussex County",149265
"1794",34,39,"New Jersey","Union County",536499
"1795",34,41,"New Jersey","Warren County",108692
"1796",35,1,"New Mexico","Bernalillo County",662564
"1797",35,3,"New Mexico","Catron County",3725
"1798",35,5,"New Mexico","Chaves County",65645
"1799",35,6,"New Mexico","Cibola County",27213
"1800",35,7,"New Mexico","Colfax County",13750
"1801",35,9,"New Mexico","Curry County",48376
"1802",35,11,"New Mexico","De Baca County",2022
"1803",35,13,"New Mexico","Doña Ana County",209233
"1804",35,15,"New Mexico","Eddy County",53829
"1805",35,17,"New Mexico","Grant County",29514
"1806",35,19,"New Mexico","Guadalupe County",4687
"1807",35,21,"New Mexico","Harding County",695
"1808",35,23,"New Mexico","Hidalgo County",4894
"1809",35,25,"New Mexico","Lea County",64727
"1810",35,27,"New Mexico","Lincoln County",20497
"1811",35,28,"New Mexico","Los Alamos County",17950
"1812",35,29,"New Mexico","Luna County",25095
"1813",35,31,"New Mexico","McKinley County",71492
"1814",35,33,"New Mexico","Mora County",4881
"1815",35,35,"New Mexico","Otero County",63797
"1816",35,37,"New Mexico","Quay County",9041
"1817",35,39,"New Mexico","Rio Arriba County",40246
"1818",35,41,"New Mexico","Roosevelt County",19846
"1819",35,43,"New Mexico","Sandoval County",131561
"1820",35,45,"New Mexico","San Juan County",130044
"1821",35,47,"New Mexico","San Miguel County",29393
"1822",35,49,"New Mexico","Santa Fe County",144170
"1823",35,51,"New Mexico","Sierra County",11988
"1824",35,53,"New Mexico","Socorro County",17866
"1825",35,55,"New Mexico","Taos County",32937
"1826",35,57,"New Mexico","Torrance County",16383
"1827",35,59,"New Mexico","Union County",4549
"1828",35,61,"New Mexico","Valencia County",76569
"1829",36,1,"New York","Albany County",304204
"1830",36,3,"New York","Allegany County",48946
