"year","CTYNAME","STNAME","api"
1997,"Lake","Oregon",60
1998,"Lake","Oregon",62
1999,"Lake","Oregon",63
2000,"Lake","Oregon",64.4
1990,"Lane","Oregon",5705
1991,"Lane","Oregon",5960
1992,"Lane","Oregon",6285
1993,"Lane","Oregon",6560
1994,"Lane","Oregon",6735
1995,"Lane","Oregon",7026
1996,"Lane","Oregon",7293
1997,"Lane","Oregon",7566
1998,"Lane","Oregon",7816
1999,"Lane","Oregon",8047
2000,"Lane","Oregon",8331.47
1990,"Lincoln","Oregon",349
1991,"Lincoln","Oregon",369
1992,"Lincoln","Oregon",398
1993,"Lincoln","Oregon",438
1994,"Lincoln","Oregon",452
1995,"Lincoln","Oregon",502
1996,"Lincoln","Oregon",524
1997,"Lincoln","Oregon",556
1998,"Lincoln","Oregon",565
1999,"Lincoln","Oregon",588
2000,"Lincoln","Oregon",628.13
1990,"Linn","Oregon",814
1991,"Linn","Oregon",881
1992,"Linn","Oregon",936
1993,"Linn","Oregon",984
1994,"Linn","Oregon",1028
1995,"Linn","Oregon",1092
1996,"Linn","Oregon",1159
1997,"Linn","Oregon",1216
1998,"Linn","Oregon",1281
1999,"Linn","Oregon",1340
2000,"Linn","Oregon",1390.53
1990,"Malheur","Oregon",851
1991,"Malheur","Oregon",889
1992,"Malheur","Oregon",938
1993,"Malheur","Oregon",984
1994,"Malheur","Oregon",1011
1995,"Malheur","Oregon",1065
1996,"Malheur","Oregon",1096
1997,"Malheur","Oregon",1120
1998,"Malheur","Oregon",1166
1999,"Malheur","Oregon",1192
2000,"Malheur","Oregon",1241.47
1990,"Marion","Oregon",4352
1991,"Marion","Oregon",4620
1992,"Marion","Oregon",4919
1993,"Marion","Oregon",5205
1994,"Marion","Oregon",5419
1995,"Marion","Oregon",5704
1996,"Marion","Oregon",5972
1997,"Marion","Oregon",6251
1998,"Marion","Oregon",6543
1999,"Marion","Oregon",6822
2000,"Marion","Oregon",7078.6
1990,"Morrow","Oregon",31
1991,"Morrow","Oregon",32
1992,"Morrow","Oregon",33
1993,"Morrow","Oregon",34
1994,"Morrow","Oregon",35
1995,"Morrow","Oregon",39
1996,"Morrow","Oregon",41
1997,"Morrow","Oregon",47
1998,"Morrow","Oregon",55
1999,"Morrow","Oregon",59
2000,"Morrow","Oregon",57.53
1990,"Multnomah","Oregon",28089
1991,"Multnomah","Oregon",29530
1992,"Multnomah","Oregon",31161
1993,"Multnomah","Oregon",32664
1994,"Multnomah","Oregon",33687
1995,"Multnomah","Oregon",35179
1996,"Multnomah","Oregon",36782
1997,"Multnomah","Oregon",38309
1998,"Multnomah","Oregon",39738
1999,"Multnomah","Oregon",41132
2000,"Multnomah","Oregon",42574.73
1990,"Polk","Oregon",695
1991,"Polk","Oregon",748
1992,"Polk","Oregon",794
1993,"Polk","Oregon",839
1994,"Polk","Oregon",872
1995,"Polk","Oregon",913
1996,"Polk","Oregon",956
1997,"Polk","Oregon",1004
1998,"Polk","Oregon",1051
1999,"Polk","Oregon",1097
2000,"Polk","Oregon",1136.27
1990,"Sherman","Oregon",13
1991,"Sherman","Oregon",13
1992,"Sherman","Oregon",13
1993,"Sherman","Oregon",13
1994,"Sherman","Oregon",14
1995,"Sherman","Oregon",14
1996,"Sherman","Oregon",13
1997,"Sherman","Oregon",13
1998,"Sherman","Oregon",16
1999,"Sherman","Oregon",15
2000,"Sherman","Oregon",15
1990,"Tillamook","Oregon",165
1991,"Tillamook","Oregon",172
1992,"Tillamook","Oregon",179
1993,"Tillamook","Oregon",196
1994,"Tillamook","Oregon",205
1995,"Tillamook","Oregon",219
1996,"Tillamook","Oregon",230
1997,"Tillamook","Oregon",240
1998,"Tillamook","Oregon",254
1999,"Tillamook","Oregon",266
2000,"Tillamook","Oregon",276.07
1990,"Umatilla","Oregon",565
1991,"Umatilla","Oregon",587
1992,"Umatilla","Oregon",630
1993,"Umatilla","Oregon",667
1994,"Umatilla","Oregon",699
1995,"Umatilla","Oregon",729
1996,"Umatilla","Oregon",755
1997,"Umatilla","Oregon",774
1998,"Umatilla","Oregon",822
1999,"Umatilla","Oregon",863
2000,"Umatilla","Oregon",887.13
1990,"Union","Oregon",286
1991,"Union","Oregon",295
1992,"Union","Oregon",309
1993,"Union","Oregon",325
1994,"Union","Oregon",326
1995,"Union","Oregon",333
1996,"Union","Oregon",339
1997,"Union","Oregon",347
1998,"Union","Oregon",352
1999,"Union","Oregon",353
2000,"Union","Oregon",367.87
1990,"Wallowa","Oregon",24
1991,"Wallowa","Oregon",27
1992,"Wallowa","Oregon",26
1993,"Wallowa","Oregon",28
1994,"Wallowa","Oregon",29
1995,"Wallowa","Oregon",30
1996,"Wallowa","Oregon",33
1997,"Wallowa","Oregon",33
1998,"Wallowa","Oregon",34
1999,"Wallowa","Oregon",35
2000,"Wallowa","Oregon",36.53
1990,"Wasco","Oregon",243
1991,"Wasco","Oregon",254
1992,"Wasco","Oregon",268
1993,"Wasco","Oregon",272
1994,"Wasco","Oregon",286
1995,"Wasco","Oregon",301
1996,"Wasco","Oregon",313
1997,"Wasco","Oregon",333
1998,"Wasco","Oregon",336
1999,"Wasco","Oregon",350
2000,"Wasco","Oregon",362.27
1990,"Washington","Oregon",13893
1991,"Washington","Oregon",14956
1992,"Washington","Oregon",16104
1993,"Washington","Oregon",17171
1994,"Washington","Oregon",18126
1995,"Washington","Oregon",19396
1996,"Washington","Oregon",20656
1997,"Washington","Oregon",21865
1998,"Washington","Oregon",23138
1999,"Washington","Oregon",24359
2000,"Washington","Oregon",25366.33
1990,"Wheeler","Oregon",2
1991,"Wheeler","Oregon",2
1992,"Wheeler","Oregon",2
1993,"Wheeler","Oregon",2
1994,"Wheeler","Oregon",2
1995,"Wheeler","Oregon",2
1996,"Wheeler","Oregon",3
1997,"Wheeler","Oregon",2
1998,"Wheeler","Oregon",2
1999,"Wheeler","Oregon",2
2000,"Wheeler","Oregon",2.2
1990,"Yamhill","Oregon",808
1991,"Yamhill","Oregon",875
1992,"Yamhill","Oregon",933
1993,"Yamhill","Oregon",984
1994,"Yamhill","Oregon",1037
1995,"Yamhill","Oregon",1100
1996,"Yamhill","Oregon",1150
1997,"Yamhill","Oregon",1208
1998,"Yamhill","Oregon",1262
1999,"Yamhill","Oregon",1320
2000,"Yamhill","Oregon",1376.13
1990,"Adams","Pennsylvania",378
1991,"Adams","Pennsylvania",403
1992,"Adams","Pennsylvania",443
1993,"Adams","Pennsylvania",474
1994,"Adams","Pennsylvania",504
1995,"Adams","Pennsylvania",524
1996,"Adams","Pennsylvania",560
1997,"Adams","Pennsylvania",587
1998,"Adams","Pennsylvania",617
1999,"Adams","Pennsylvania",653
2000,"Adams","Pennsylvania",680
1990,"Allegheny","Pennsylvania",13692
1991,"Allegheny","Pennsylvania",14397
1992,"Allegheny","Pennsylvania",15194
1993,"Allegheny","Pennsylvania",15818
1994,"Allegheny","Pennsylvania",16409
1995,"Allegheny","Pennsylvania",16920
1996,"Allegheny","Pennsylvania",17597
1997,"Allegheny","Pennsylvania",18036
1998,"Allegheny","Pennsylvania",18485
1999,"Allegheny","Pennsylvania",18897
2000,"Allegheny","Pennsylvania",19728.47
1990,"Armstrong","Pennsylvania",81
1991,"Armstrong","Pennsylvania",83
1992,"Armstrong","Pennsylvania",86
1993,"Armstrong","Pennsylvania",89
1994,"Armstrong","Pennsylvania",99
1995,"Armstrong","Pennsylvania",106
1996,"Armstrong","Pennsylvania",118
1997,"Armstrong","Pennsylvania",119
1998,"Armstrong","Pennsylvania",125
1999,"Armstrong","Pennsylvania",131
2000,"Armstrong","Pennsylvania",137.13
1990,"Beaver","Pennsylvania",378
1991,"Beaver","Pennsylvania",403
1992,"Beaver","Pennsylvania",429
1993,"Beaver","Pennsylvania",454
1994,"Beaver","Pennsylvania",473
1995,"Beaver","Pennsylvania",497
1996,"Beaver","Pennsylvania",519
1997,"Beaver","Pennsylvania",540
1998,"Beaver","Pennsylvania",560
1999,"Beaver","Pennsylvania",577
2000,"Beaver","Pennsylvania",605.13
1990,"Bedford","Pennsylvania",78
1991,"Bedford","Pennsylvania",78
1992,"Bedford","Pennsylvania",83
1993,"Bedford","Pennsylvania",92
1994,"Bedford","Pennsylvania",98
1995,"Bedford","Pennsylvania",103
1996,"Bedford","Pennsylvania",117
1997,"Bedford","Pennsylvania",121
1998,"Bedford","Pennsylvania",129
1999,"Bedford","Pennsylvania",134
2000,"Bedford","Pennsylvania",141
1990,"Berks","Pennsylvania",3256
1991,"Berks","Pennsylvania",3475
1992,"Berks","Pennsylvania",3685
1993,"Berks","Pennsylvania",3854
1994,"Berks","Pennsylvania",4058
1995,"Berks","Pennsylvania",4265
1996,"Berks","Pennsylvania",4485
1997,"Berks","Pennsylvania",4680
1998,"Berks","Pennsylvania",4861
1999,"Berks","Pennsylvania",5075
2000,"Berks","Pennsylvania",5274.33
1990,"Blair","Pennsylvania",382
1991,"Blair","Pennsylvania",401
1992,"Blair","Pennsylvania",429
1993,"Blair","Pennsylvania",450
1994,"Blair","Pennsylvania",475
1995,"Blair","Pennsylvania",498
1996,"Blair","Pennsylvania",517
1997,"Blair","Pennsylvania",549
1998,"Blair","Pennsylvania",571
1999,"Blair","Pennsylvania",580
2000,"Blair","Pennsylvania",611.73
1990,"Bradford","Pennsylvania",214
1991,"Bradford","Pennsylvania",222
1992,"Bradford","Pennsylvania",241
1993,"Bradford","Pennsylvania",246
1994,"Bradford","Pennsylvania",262
1995,"Bradford","Pennsylvania",284
1996,"Bradford","Pennsylvania",299
1997,"Bradford","Pennsylvania",311
1998,"Bradford","Pennsylvania",326
1999,"Bradford","Pennsylvania",343
2000,"Bradford","Pennsylvania",355.47
1990,"Bucks","Pennsylvania",8637
1991,"Bucks","Pennsylvania",9188
1992,"Bucks","Pennsylvania",9774
1993,"Bucks","Pennsylvania",10294
1994,"Bucks","Pennsylvania",10931
1995,"Bucks","Pennsylvania",11561
1996,"Bucks","Pennsylvania",12308
1997,"Bucks","Pennsylvania",12866
1998,"Bucks","Pennsylvania",13479
1999,"Bucks","Pennsylvania",14098
2000,"Bucks","Pennsylvania",14690.87
1990,"Butler","Pennsylvania",547
1991,"Butler","Pennsylvania",592
1992,"Butler","Pennsylvania",648
1993,"Butler","Pennsylvania",701
1994,"Butler","Pennsylvania",743
1995,"Butler","Pennsylvania",788
1996,"Butler","Pennsylvania",839
1997,"Butler","Pennsylvania",870
1998,"Butler","Pennsylvania",912
1999,"Butler","Pennsylvania",958
2000,"Butler","Pennsylvania",1010.07
1990,"Cambria","Pennsylvania",387
1991,"Cambria","Pennsylvania",402
1992,"Cambria","Pennsylvania",433
1993,"Cambria","Pennsylvania",450
1994,"Cambria","Pennsylvania",473
1995,"Cambria","Pennsylvania",497
1996,"Cambria","Pennsylvania",523
1997,"Cambria","Pennsylvania",538
1998,"Cambria","Pennsylvania",552
1999,"Cambria","Pennsylvania",571
2000,"Cambria","Pennsylvania",598.4
1990,"Cameron","Pennsylvania",6
1991,"Cameron","Pennsylvania",7
1992,"Cameron","Pennsylvania",7
1993,"Cameron","Pennsylvania",7
1994,"Cameron","Pennsylvania",7
1995,"Cameron","Pennsylvania",8
1996,"Cameron","Pennsylvania",8
1997,"Cameron","Pennsylvania",8
1998,"Cameron","Pennsylvania",7
1999,"Cameron","Pennsylvania",8
2000,"Cameron","Pennsylvania",8.2
1990,"Carbon","Pennsylvania",177
1991,"Carbon","Pennsylvania",191
1992,"Carbon","Pennsylvania",195
1993,"Carbon","Pennsylvania",219
1994,"Carbon","Pennsylvania",229
1995,"Carbon","Pennsylvania",246
1996,"Carbon","Pennsylvania",263
1997,"Carbon","Pennsylvania",279
1998,"Carbon","Pennsylvania",286
1999,"Carbon","Pennsylvania",299
2000,"Carbon","Pennsylvania",316.13
1990,"Centre","Pennsylvania",3973
1991,"Centre","Pennsylvania",4223
1992,"Centre","Pennsylvania",4515
1993,"Centre","Pennsylvania",4792
1994,"Centre","Pennsylvania",5017
1995,"Centre","Pennsylvania",5238
1996,"Centre","Pennsylvania",5541
1997,"Centre","Pennsylvania",5683
1998,"Centre","Pennsylvania",5784
1999,"Centre","Pennsylvania",5909
2000,"Centre","Pennsylvania",6289.47
1990,"Chester","Pennsylvania",4160
1991,"Chester","Pennsylvania",4419
1992,"Chester","Pennsylvania",4700
1993,"Chester","Pennsylvania",4978
1994,"Chester","Pennsylvania",5270
1995,"Chester","Pennsylvania",5602
1996,"Chester","Pennsylvania",5972
1997,"Chester","Pennsylvania",6290
1998,"Chester","Pennsylvania",6626
1999,"Chester","Pennsylvania",6974
2000,"Chester","Pennsylvania",7233.73
1990,"Clarion","Pennsylvania",211
1991,"Clarion","Pennsylvania",222
1992,"Clarion","Pennsylvania",238
1993,"Clarion","Pennsylvania",245
1994,"Clarion","Pennsylvania",255
1995,"Clarion","Pennsylvania",282
1996,"Clarion","Pennsylvania",289
1997,"Clarion","Pennsylvania",297
1998,"Clarion","Pennsylvania",306
1999,"Clarion","Pennsylvania",313
2000,"Clarion","Pennsylvania",331.13
1990,"Clearfield","Pennsylvania",184
1991,"Clearfield","Pennsylvania",189
1992,"Clearfield","Pennsylvania",195
1993,"Clearfield","Pennsylvania",207
1994,"Clearfield","Pennsylvania",232
1995,"Clearfield","Pennsylvania",247
1996,"Clearfield","Pennsylvania",274
1997,"Clearfield","Pennsylvania",281
1998,"Clearfield","Pennsylvania",292
1999,"Clearfield","Pennsylvania",301
2000,"Clearfield","Pennsylvania",320.87
1990,"Clinton","Pennsylvania",116
1991,"Clinton","Pennsylvania",117
1992,"Clinton","Pennsylvania",124
1993,"Clinton","Pennsylvania",133
1994,"Clinton","Pennsylvania",140
1995,"Clinton","Pennsylvania",147
1996,"Clinton","Pennsylvania",150
1997,"Clinton","Pennsylvania",156
1998,"Clinton","Pennsylvania",162
1999,"Clinton","Pennsylvania",163
2000,"Clinton","Pennsylvania",172.67
1990,"Columbia","Pennsylvania",229
1991,"Columbia","Pennsylvania",237
1992,"Columbia","Pennsylvania",257
1993,"Columbia","Pennsylvania",272
1994,"Columbia","Pennsylvania",287
1995,"Columbia","Pennsylvania",308
1996,"Columbia","Pennsylvania",323
1997,"Columbia","Pennsylvania",334
1998,"Columbia","Pennsylvania",335
1999,"Columbia","Pennsylvania",350
2000,"Columbia","Pennsylvania",371
1990,"Crawford","Pennsylvania",273
1991,"Crawford","Pennsylvania",286
1992,"Crawford","Pennsylvania",313
1993,"Crawford","Pennsylvania",334
1994,"Crawford","Pennsylvania",356
1995,"Crawford","Pennsylvania",372
1996,"Crawford","Pennsylvania",386
1997,"Crawford","Pennsylvania",407
1998,"Crawford","Pennsylvania",419
1999,"Crawford","Pennsylvania",424
2000,"Crawford","Pennsylvania",454.73
1990,"Cumberland","Pennsylvania",2557
1991,"Cumberland","Pennsylvania",2736
1992,"Cumberland","Pennsylvania",2895
1993,"Cumberland","Pennsylvania",3058
1994,"Cumberland","Pennsylvania",3217
1995,"Cumberland","Pennsylvania",3396
1996,"Cumberland","Pennsylvania",3581
1997,"Cumberland","Pennsylvania",3729
1998,"Cumberland","Pennsylvania",3883
1999,"Cumberland","Pennsylvania",4032
2000,"Cumberland","Pennsylvania",4215.8
1990,"Dauphin","Pennsylvania",2904
1991,"Dauphin","Pennsylvania",3064
1992,"Dauphin","Pennsylvania",3240
1993,"Dauphin","Pennsylvania",3403
1994,"Dauphin","Pennsylvania",3583
1995,"Dauphin","Pennsylvania",3750
1996,"Dauphin","Pennsylvania",3939
1997,"Dauphin","Pennsylvania",4081
1998,"Dauphin","Pennsylvania",4206
1999,"Dauphin","Pennsylvania",4357
2000,"Dauphin","Pennsylvania",4554.4
1990,"Delaware","Pennsylvania",10181
1991,"Delaware","Pennsylvania",10733
1992,"Delaware","Pennsylvania",11321
1993,"Delaware","Pennsylvania",11816
1994,"Delaware","Pennsylvania",12370
1995,"Delaware","Pennsylvania",12883
1996,"Delaware","Pennsylvania",13517
1997,"Delaware","Pennsylvania",13935
1998,"Delaware","Pennsylvania",14423
1999,"Delaware","Pennsylvania",14840
2000,"Delaware","Pennsylvania",15483.47
1990,"Elk","Pennsylvania",98
1991,"Elk","Pennsylvania",98
1992,"Elk","Pennsylvania",101
1993,"Elk","Pennsylvania",108
1994,"Elk","Pennsylvania",117
1995,"Elk","Pennsylvania",124
1996,"Elk","Pennsylvania",137
1997,"Elk","Pennsylvania",144
1998,"Elk","Pennsylvania",143
1999,"Elk","Pennsylvania",149
2000,"Elk","Pennsylvania",158
1990,"Erie","Pennsylvania",1451
1991,"Erie","Pennsylvania",1567
1992,"Erie","Pennsylvania",1650
1993,"Erie","Pennsylvania",1728
1994,"Erie","Pennsylvania",1798
1995,"Erie","Pennsylvania",1862
1996,"Erie","Pennsylvania",1954
1997,"Erie","Pennsylvania",2004
1998,"Erie","Pennsylvania",2078
1999,"Erie","Pennsylvania",2131
2000,"Erie","Pennsylvania",2229.27
1990,"Fayette","Pennsylvania",219
1991,"Fayette","Pennsylvania",227
1992,"Fayette","Pennsylvania",244
1993,"Fayette","Pennsylvania",258
1994,"Fayette","Pennsylvania",272
1995,"Fayette","Pennsylvania",285
1996,"Fayette","Pennsylvania",302
1997,"Fayette","Pennsylvania",316
1998,"Fayette","Pennsylvania",325
1999,"Fayette","Pennsylvania",339
2000,"Fayette","Pennsylvania",354.4
1990,"Forest","Pennsylvania",3
1991,"Forest","Pennsylvania",3
1992,"Forest","Pennsylvania",3
1993,"Forest","Pennsylvania",3
1994,"Forest","Pennsylvania",4
1995,"Forest","Pennsylvania",4
1996,"Forest","Pennsylvania",6
1997,"Forest","Pennsylvania",6
1998,"Forest","Pennsylvania",5
1999,"Forest","Pennsylvania",7
2000,"Forest","Pennsylvania",6.87
1990,"Franklin","Pennsylvania",623
1991,"Franklin","Pennsylvania",681
1992,"Franklin","Pennsylvania",728
1993,"Franklin","Pennsylvania",766
1994,"Franklin","Pennsylvania",818
1995,"Franklin","Pennsylvania",854
1996,"Franklin","Pennsylvania",892
1997,"Franklin","Pennsylvania",931
1998,"Franklin","Pennsylvania",975
1999,"Franklin","Pennsylvania",1007
2000,"Franklin","Pennsylvania",1058.93
1990,"Fulton","Pennsylvania",17
1991,"Fulton","Pennsylvania",17
1992,"Fulton","Pennsylvania",18
1993,"Fulton","Pennsylvania",20
1994,"Fulton","Pennsylvania",20
1995,"Fulton","Pennsylvania",21
1996,"Fulton","Pennsylvania",23
1997,"Fulton","Pennsylvania",26
1998,"Fulton","Pennsylvania",28
1999,"Fulton","Pennsylvania",28
2000,"Fulton","Pennsylvania",29.33
1990,"Greene","Pennsylvania",115
1991,"Greene","Pennsylvania",119
1992,"Greene","Pennsylvania",127
1993,"Greene","Pennsylvania",134
1994,"Greene","Pennsylvania",148
1995,"Greene","Pennsylvania",164
1996,"Greene","Pennsylvania",173
1997,"Greene","Pennsylvania",178
1998,"Greene","Pennsylvania",189
1999,"Greene","Pennsylvania",191
2000,"Greene","Pennsylvania",205.87
1990,"Huntingdon","Pennsylvania",82
1991,"Huntingdon","Pennsylvania",83
1992,"Huntingdon","Pennsylvania",83
1993,"Huntingdon","Pennsylvania",86
1994,"Huntingdon","Pennsylvania",91
1995,"Huntingdon","Pennsylvania",96
1996,"Huntingdon","Pennsylvania",105
1997,"Huntingdon","Pennsylvania",111
1998,"Huntingdon","Pennsylvania",119
1999,"Huntingdon","Pennsylvania",120
2000,"Huntingdon","Pennsylvania",124.13
1990,"Indiana","Pennsylvania",578
1991,"Indiana","Pennsylvania",615
1992,"Indiana","Pennsylvania",662
1993,"Indiana","Pennsylvania",696
1994,"Indiana","Pennsylvania",711
1995,"Indiana","Pennsylvania",749
1996,"Indiana","Pennsylvania",771
1997,"Indiana","Pennsylvania",777
1998,"Indiana","Pennsylvania",789
1999,"Indiana","Pennsylvania",789
2000,"Indiana","Pennsylvania",845.53
1990,"Jefferson","Pennsylvania",70
1991,"Jefferson","Pennsylvania",71
1992,"Jefferson","Pennsylvania",75
1993,"Jefferson","Pennsylvania",78
1994,"Jefferson","Pennsylvania",85
1995,"Jefferson","Pennsylvania",90
1996,"Jefferson","Pennsylvania",97
1997,"Jefferson","Pennsylvania",107
1998,"Jefferson","Pennsylvania",110
1999,"Jefferson","Pennsylvania",115
2000,"Jefferson","Pennsylvania",119.8
1990,"Juniata","Pennsylvania",41
1991,"Juniata","Pennsylvania",41
1992,"Juniata","Pennsylvania",44
1993,"Juniata","Pennsylvania",44
1994,"Juniata","Pennsylvania",50
1995,"Juniata","Pennsylvania",56
1996,"Juniata","Pennsylvania",60
1997,"Juniata","Pennsylvania",66
1998,"Juniata","Pennsylvania",68
1999,"Juniata","Pennsylvania",72
2000,"Juniata","Pennsylvania",75.27
1990,"Lackawanna","Pennsylvania",1377
1991,"Lackawanna","Pennsylvania",1459
1992,"Lackawanna","Pennsylvania",1541
1993,"Lackawanna","Pennsylvania",1598
1994,"Lackawanna","Pennsylvania",1662
1995,"Lackawanna","Pennsylvania",1735
1996,"Lackawanna","Pennsylvania",1810
1997,"Lackawanna","Pennsylvania",1863
1998,"Lackawanna","Pennsylvania",1903
1999,"Lackawanna","Pennsylvania",1952
2000,"Lackawanna","Pennsylvania",2043.4
1990,"Lancaster","Pennsylvania",4865
1991,"Lancaster","Pennsylvania",5175
1992,"Lancaster","Pennsylvania",5513
1993,"Lancaster","Pennsylvania",5771
1994,"Lancaster","Pennsylvania",6098
1995,"Lancaster","Pennsylvania",6416
1996,"Lancaster","Pennsylvania",6775
1997,"Lancaster","Pennsylvania",7087
1998,"Lancaster","Pennsylvania",7387
1999,"Lancaster","Pennsylvania",7669
2000,"Lancaster","Pennsylvania",8006.27
1990,"Lawrence","Pennsylvania",274
1991,"Lawrence","Pennsylvania",280
1992,"Lawrence","Pennsylvania",297
1993,"Lawrence","Pennsylvania",312
1994,"Lawrence","Pennsylvania",334
1995,"Lawrence","Pennsylvania",347
1996,"Lawrence","Pennsylvania",369
1997,"Lawrence","Pennsylvania",381
1998,"Lawrence","Pennsylvania",391
1999,"Lawrence","Pennsylvania",400
2000,"Lawrence","Pennsylvania",422.33
1990,"Lebanon","Pennsylvania",932
1991,"Lebanon","Pennsylvania",1002
1992,"Lebanon","Pennsylvania",1068
1993,"Lebanon","Pennsylvania",1116
1994,"Lebanon","Pennsylvania",1162
1995,"Lebanon","Pennsylvania",1227
1996,"Lebanon","Pennsylvania",1285
1997,"Lebanon","Pennsylvania",1335
1998,"Lebanon","Pennsylvania",1403
1999,"Lebanon","Pennsylvania",1437
2000,"Lebanon","Pennsylvania",1505.33
1990,"Lehigh","Pennsylvania",3784
1991,"Lehigh","Pennsylvania",4013
1992,"Lehigh","Pennsylvania",4254
1993,"Lehigh","Pennsylvania",4441
1994,"Lehigh","Pennsylvania",4646
1995,"Lehigh","Pennsylvania",4839
1996,"Lehigh","Pennsylvania",5096
1997,"Lehigh","Pennsylvania",5281
1998,"Lehigh","Pennsylvania",5481
1999,"Lehigh","Pennsylvania",5673
2000,"Lehigh","Pennsylvania",5903.13
1990,"Luzerne","Pennsylvania",1505
1991,"Luzerne","Pennsylvania",1604
1992,"Luzerne","Pennsylvania",1686
1993,"Luzerne","Pennsylvania",1761
1994,"Luzerne","Pennsylvania",1832
1995,"Luzerne","Pennsylvania",1897
1996,"Luzerne","Pennsylvania",1973
1997,"Luzerne","Pennsylvania",2030
1998,"Luzerne","Pennsylvania",2080
1999,"Luzerne","Pennsylvania",2143
2000,"Luzerne","Pennsylvania",2234.27
1990,"Lycoming","Pennsylvania",469
1991,"Lycoming","Pennsylvania",507
1992,"Lycoming","Pennsylvania",543
1993,"Lycoming","Pennsylvania",573
1994,"Lycoming","Pennsylvania",592
1995,"Lycoming","Pennsylvania",624
1996,"Lycoming","Pennsylvania",651
1997,"Lycoming","Pennsylvania",673
1998,"Lycoming","Pennsylvania",691
1999,"Lycoming","Pennsylvania",710
2000,"Lycoming","Pennsylvania",749.07
1990,"McKean","Pennsylvania",164
1991,"McKean","Pennsylvania",169
1992,"McKean","Pennsylvania",180
1993,"McKean","Pennsylvania",178
1994,"McKean","Pennsylvania",191
1995,"McKean","Pennsylvania",204
1996,"McKean","Pennsylvania",223
1997,"McKean","Pennsylvania",224
1998,"McKean","Pennsylvania",225
1999,"McKean","Pennsylvania",238
2000,"McKean","Pennsylvania",247.13
1990,"Mercer","Pennsylvania",393
1991,"Mercer","Pennsylvania",414
1992,"Mercer","Pennsylvania",439
1993,"Mercer","Pennsylvania",464
1994,"Mercer","Pennsylvania",486
1995,"Mercer","Pennsylvania",516
1996,"Mercer","Pennsylvania",541
1997,"Mercer","Pennsylvania",559
1998,"Mercer","Pennsylvania",582
1999,"Mercer","Pennsylvania",599
2000,"Mercer","Pennsylvania",629
1990,"Mifflin","Pennsylvania",99
1991,"Mifflin","Pennsylvania",104
1992,"Mifflin","Pennsylvania",110
1993,"Mifflin","Pennsylvania",115
1994,"Mifflin","Pennsylvania",123
1995,"Mifflin","Pennsylvania",131
1996,"Mifflin","Pennsylvania",137
1997,"Mifflin","Pennsylvania",154
1998,"Mifflin","Pennsylvania",154
1999,"Mifflin","Pennsylvania",159
2000,"Mifflin","Pennsylvania",168.07
1990,"Monroe","Pennsylvania",675
1991,"Monroe","Pennsylvania",763
1992,"Monroe","Pennsylvania",840
1993,"Monroe","Pennsylvania",922
1994,"Monroe","Pennsylvania",981
1995,"Monroe","Pennsylvania",1061
1996,"Monroe","Pennsylvania",1161
1997,"Monroe","Pennsylvania",1234
1998,"Monroe","Pennsylvania",1306
1999,"Monroe","Pennsylvania",1389
2000,"Monroe","Pennsylvania",1466.33
1990,"Montgomery","Pennsylvania",16331
1991,"Montgomery","Pennsylvania",17327
1992,"Montgomery","Pennsylvania",18392
1993,"Montgomery","Pennsylvania",19322
1994,"Montgomery","Pennsylvania",20408
1995,"Montgomery","Pennsylvania",21498
1996,"Montgomery","Pennsylvania",22788
1997,"Montgomery","Pennsylvania",23759
1998,"Montgomery","Pennsylvania",24857
1999,"Montgomery","Pennsylvania",25860
2000,"Montgomery","Pennsylvania",26947.33
1990,"Montour","Pennsylvania",138
1991,"Montour","Pennsylvania",138
1992,"Montour","Pennsylvania",153
1993,"Montour","Pennsylvania",163
1994,"Montour","Pennsylvania",180
1995,"Montour","Pennsylvania",186
1996,"Montour","Pennsylvania",193
1997,"Montour","Pennsylvania",201
1998,"Montour","Pennsylvania",202
1999,"Montour","Pennsylvania",217
2000,"Montour","Pennsylvania",226.93
1990,"Northampton","Pennsylvania",2804
1991,"Northampton","Pennsylvania",2974
1992,"Northampton","Pennsylvania",3151
1993,"Northampton","Pennsylvania",3293
1994,"Northampton","Pennsylvania",3455
1995,"Northampton","Pennsylvania",3587
1996,"Northampton","Pennsylvania",3790
1997,"Northampton","Pennsylvania",3894
1998,"Northampton","Pennsylvania",4039
1999,"Northampton","Pennsylvania",4169
2000,"Northampton","Pennsylvania",4351.53
1990,"Northumberland","Pennsylvania",185
1991,"Northumberland","Pennsylvania",188
1992,"Northumberland","Pennsylvania",200
1993,"Northumberland","Pennsylvania",206
1994,"Northumberland","Pennsylvania",218
1995,"Northumberland","Pennsylvania",232
1996,"Northumberland","Pennsylvania",240
1997,"Northumberland","Pennsylvania",247
1998,"Northumberland","Pennsylvania",253
1999,"Northumberland","Pennsylvania",265
2000,"Northumberland","Pennsylvania",274.27
1990,"Perry","Pennsylvania",69
1991,"Perry","Pennsylvania",71
1992,"Perry","Pennsylvania",74
1993,"Perry","Pennsylvania",83
1994,"Perry","Pennsylvania",88
1995,"Perry","Pennsylvania",98
1996,"Perry","Pennsylvania",106
1997,"Perry","Pennsylvania",109
1998,"Perry","Pennsylvania",114
1999,"Perry","Pennsylvania",121
2000,"Perry","Pennsylvania",127.4
1990,"Philadelphia","Pennsylvania",45209
